class_id,class_name,collection_id,collection_description,property_id,property,property_description,models_used,total_models,fraction,models_list
2,Generator,419,set of Generator objects involved in the Constraint,1974,Generation Coefficient,Coefficient of generation measured at the generator-terminal,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
2,Generator,465,set of Generator objects involved in the Objective,2349,Generation Coefficient,Coefficient of generation measured at the generator-terminal,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
2,Generator,525,set of Generator objects that define when the Variable is active,2763,Generation Coefficient,Coefficient of generation in condition,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,40,Heat Rate,Average heat rate (total fuel divided by total generation),1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,42,Heat Rate,Average heat rate (total fuel divided by total generation),4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,53,Heat Rate,Average heat rate (total fuel divided by total generation),1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,57,Heat Rate,Average heat rate (total fuel divided by total generation),2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,41,Heat Rate Base,Constant term in fuel use function (no-load cost),1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,43,Heat Rate Base,Constant term in fuel use function (no-load cost),8,16,0.5,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,54,Heat Rate Base,Constant term in fuel use function (no-load cost),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,58,Heat Rate Base,Constant term in fuel use function (no-load cost),1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,44,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),8,16,0.5,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,55,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,59,Heat Rate Incr,First-order polynomial term in unit fuel use function (marginal heat rate),1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,419,set of Generator objects involved in the Constraint,2026,Installed Capacity Coefficient,Coefficient of installed capacity,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,465,set of Generator objects involved in the Objective,2401,Installed Capacity Coefficient,Coefficient of installed capacity,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,161,Load Following Factor,Regression factor for proportional load following,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,41,Load Point,Load point for use with multi-point heat rate.,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,56,Load Point,Load point for use with multi-point heat rate.,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,120,Load Subtracter,Generation subtracted from the System load duration curve prior to slicing.,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,149,Load Subtracter,Generation subtracted from the System load duration curve prior to slicing.,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,223,Maintenance Frequency,Frequency of maintenance outages in an annual time frame,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,222,Maintenance Rate,Maintenance rate,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,227,Maintenance Rate,Maintenance rate,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,230,Maintenance Rate,Maintenance rate,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,264,Maintenance Rate,Expected proportion of time the facility is unavailable due to maintenance,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,283,Maintenance Rate,Expected proportion of time the facility is unavailable due to maintenance,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,287,Maintenance Rate,Expected proportion of time the facility is unavailable due to maintenance,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,88,Marginal Loss Factor,Transmission marginal loss factor (MLF or TLF),4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,114,Marginal Loss Factor,Transmission marginal loss factor (MLF or TLF),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,118,Marginal Loss Factor,Transmission marginal loss factor (MLF or TLF),1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,206,Mark-up,Mark-up above marginal cost,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,208,Mark-up,Mark-up above marginal cost,1,16,0.0625,['CAISOIRP21 0130']
2,Generator,1,Generator objects,236,Mark-up,Mark-up above marginal cost,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,35,Max Capacity,Maximum generating capacity of each unit,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,37,Max Capacity,Maximum generating capacity of each unit,8,16,0.5,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,47,Max Capacity,Maximum generating capacity of each unit,4,16,0.25,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model', 'PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']"
2,Generator,1,Generator objects,51,Max Capacity,Maximum generating capacity of each unit,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,92,Max Capacity Factor,Maximum capacity factor in the interval,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,183,Max Capacity Factor,Maximum capacity factor (energy constraint),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,94,Max Capacity Factor Day,Maximum capacity factor in day,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,96,Max Capacity Factor Day,Maximum capacity factor in day,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,93,Max Capacity Factor Hour,Maximum capacity factor in hour,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,96,Max Capacity Factor Month,Maximum capacity factor in month,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,187,Max Capacity Factor Month,Maximum capacity factor in month,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,97,Max Capacity Factor Year,Maximum capacity factor in year,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,158,Max Capacity Factor Year,Maximum capacity factor in year,1,16,0.0625,['2022 Hydrogen Superpower ISP Model']
2,Generator,1,Generator objects,80,Max Energy,Maximum energy,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,82,Max Energy Day,Maximum energy in day,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,84,Max Energy Day,Maximum energy in day,2,16,0.125,"['CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,143,Max Energy Day,Maximum energy in day,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,182,Max Energy Day,Maximum energy in day,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,81,Max Energy Hour,Maximum energy in hour,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,84,Max Energy Month,Maximum energy in month,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,86,Max Energy Month,Maximum energy in month,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,145,Max Energy Month,Maximum energy in month,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,104,Max Energy Penalty,Penalty applied to violations of [Max Energy] and [Max Capacity Factor] constraints.,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,106,Max Energy Penalty,Penalty applied to violations of [Max Energy] and [Max Capacity Factor] constraints.,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,83,Max Energy Week,Maximum energy in week,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,85,Max Energy Year,Maximum energy in year,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,4,Max Heat Rate Tranches,Maximum number of tranches in the fuel function piecewise linear approximation.,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,151,set of generators that provide the reserve,1624,Max Pump Response,Maximum dispatchable pump load reserve response,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,74,Max Ramp Down,Maximum ramp down rate,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,76,Max Ramp Down,Maximum ramp down rate,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,78,Max Ramp Down,Maximum ramp down rate,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,103,Max Ramp Down,Maximum ramp down rate that applies at the given load point,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,107,Max Ramp Down,Maximum ramp down rate that applies at the given load point,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,75,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,77,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,80,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,109,Max Ramp Down Penalty,Penalty for violating [Max Ramp Down] constraint.,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,72,Max Ramp Up,Maximum ramp up rate,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,74,Max Ramp Up,Maximum ramp up rate,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,99,Max Ramp Up,Maximum ramp up rate that applies at the given load point,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,103,Max Ramp Up,Maximum ramp up rate that applies at the given load point,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,73,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,75,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,76,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,105,Max Ramp Up Penalty,Penalty for violating [Max Ramp Up] constraint.,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,73,set of generators that provide the reserve,620,Max Replacement,Maximum replacement (non-spinning) reserve capability,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,151,set of generators that provide the reserve,1625,Max Replacement,Maximum replacement (non-spinning) reserve capability,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,164,set of generators that provide the reserve,1473,Max Replacement,Maximum replacement (non-spinning) reserve capability,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,73,set of generators that provide the reserve,617,Max Response,Maximum reserve response,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,151,set of generators that provide the reserve,1622,Max Response,Maximum reserve response,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,110,Max Starts Day,Maximum number of starts allowed in a day,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,169,Max Starts Day,Maximum number of starts allowed in a day,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,208,Max Starts Day,Maximum number of starts allowed in a day,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,252,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,289,Max Units Built,Maximum number of units automatically constructed in aggregate over the planning horizon,4,16,0.25,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model', 'PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']"
2,Generator,1,Generator objects,63,Max Up Time,Maximum number of hours a unit can be run after being started,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,228,Mean Time to Repair,Mean time to repair,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,234,Mean Time to Repair,Mean time to repair,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,237,Mean Time to Repair,Mean time to repair,5,16,0.3125,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,274,Mean Time to Repair,Mean time to repair,4,16,0.25,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model', 'PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']"
2,Generator,1,Generator objects,293,Mean Time to Repair,Mean time to repair,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,297,Mean Time to Repair,Mean time to repair,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,159,Min Capacity Factor,Minimum capacity factor in the interval,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,189,Min Capacity Factor,Minimum capacity factor,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,194,Min Capacity Factor Year,Minimum capacity factor in year,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,60,Min Down Time,Minimum number of hours a unit must be off after being shut down,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,62,Min Down Time,Minimum number of hours a unit must be off after being shut down,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,82,Min Down Time,Minimum number of hours a unit must be off after being shut down,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,86,Min Down Time,Minimum number of hours a unit must be off after being shut down,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,92,Min Energy Month,Minimum energy in month,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,151,Min Energy Month,Minimum energy in month,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,68,Min Load,Minimum level of station load (must run/run of river),4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,92,Min Load,Minimum level of station load (must run/run of river),3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,69,Min Load Penalty,Penalty for violation of [Min Load].,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,94,Min Pump Load,Minimum unit load while pumping,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,128,Min Pump Load,Minimum unit load while pumping,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,133,Min Pump Load,Minimum unit load while pumping,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'European Integrated Power & Gas Model']"
2,Generator,1,Generator objects,37,Min Stable Factor,Minimum stable generation level as a proportion of [Max Capacity],1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,50,Min Stable Factor,Minimum stable generation level as a proportion of [Max Capacity],1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,36,Min Stable Level,Minimum stable generation level,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,38,Min Stable Level,Minimum stable generation level,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,52,Min Stable Level,Minimum stable generation level,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,254,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,291,Min Units Built,Minimum number of units automatically constructed in aggregate over the planning horizon,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,59,Min Up Time,Minimum number of hours a unit must be run after being started,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,61,Min Up Time,Minimum number of hours a unit must be run after being started,4,16,0.25,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130', 'CAISOIRP23Stochastic 20240517']"
2,Generator,1,Generator objects,80,Min Up Time,Minimum number of hours a unit must be run after being started,1,16,0.0625,['PLEXOS-World Spatial Resolution Case Study (Second Journal Submission version)']
2,Generator,1,Generator objects,84,Min Up Time,Minimum number of hours a unit must be run after being started,2,16,0.125,"['CAISOSA25 20250505', 'PUBLIC Validation 2024-2032 Model 2025-03-14']"
2,Generator,1,Generator objects,85,Min Up Time Penalty,Penalty for violation of min up time,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,1,Generator objects,62,Must-Run Units,Number of must-run units,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,201,Offer Price,Price of energy in band,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,202,Offer Price,Price of energy in band,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,204,Offer Price,Price of energy in band,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,253,Offer Price,Price of energy in band,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,73,set of generators that provide the reserve,632,Offer Price,Reserve offer price in offer band,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,147,set of generators that provide the reserve,1591,Offer Price,Reserve offer price in offer band,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,151,set of generators that provide the reserve,1637,Offer Price,Reserve offer price in offer band,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,164,set of generators that provide the reserve,1485,Offer Price,Reserve offer price in offer band,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,290,set of generators that sell capacity into the market,1613,Offer Price,Price of energy in band for capacity market,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,303,set of generators that sell capacity into the market,1659,Offer Price,Price of energy in band for capacity market,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,408,set of generators that sell capacity into the market,1944,Offer Price,Price of energy in band for capacity market,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,200,Offer Quantity,Quantity offered in band,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,201,Offer Quantity,Quantity offered in band,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,203,Offer Quantity,Quantity offered in band,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,252,Offer Quantity,Quantity offered in band,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,73,set of generators that provide the reserve,631,Offer Quantity,Reserve offer quantity in offer band,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,147,set of generators that provide the reserve,1590,Offer Quantity,Reserve offer quantity in offer band,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,151,set of generators that provide the reserve,1636,Offer Quantity,Reserve offer quantity in offer band,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,164,set of generators that provide the reserve,1484,Offer Quantity,Reserve offer quantity in offer band,1,16,0.0625,['CAISOSA25 20250505']
2,Generator,290,set of generators that sell capacity into the market,1612,Offer Quantity,Quantity offered in band for capacity market,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,303,set of generators that sell capacity into the market,1658,Offer Quantity,Quantity offered in band for capacity market,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,408,set of generators that sell capacity into the market,1943,Offer Quantity,Quantity offered in band for capacity market,1,16,0.0625,['CAISOIRP23Stochastic 20240517']
2,Generator,1,Generator objects,16,Offer Quantity Format,Format for [Offer Quantity] and [Offer Price],1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,1,Generator objects,233,Outage Factor,Unit outage rating based on the unit capacity,4,16,0.25,"['2022 Hydrogen Superpower ISP Model', '2022 Progressive Change ISP Model', '2022 Slow Change ISP Model', '2022 Step Change ISP Model']"
2,Generator,1,Generator objects,271,Outage Factor,Unit outage rating based on the unit capacity,3,16,0.1875,"['2024 ISP Green Energy Exports Model', '2024 ISP Progressive Change Model', '2024 ISP Step Change Model']"
2,Generator,1,Generator objects,225,Outage Rating,Unit rating during outage,1,16,0.0625,['European Integrated Power & Gas Model']
2,Generator,1,Generator objects,231,Outage Rating,Unit rating during outage,3,16,0.1875,"['CAISOIRP21 0130', 'CAISOIRP21 Stochastic2026 0130', 'CAISOIRP21 Stochastic2030 0130']"
2,Generator,1,Generator objects,289,Outage Rating,Unit rating during outage,1,16,0.0625,['PUBLIC Validation 2024-2032 Model 2025-03-14']
2,Generator,158,set of generators taken out on maintenance,1602,Outage Rating,Unit [Rating] during outage,1,16,0.0625,['European Integrated Power & Gas Model']
